congress,date,resolution,party_designation,committee,member,rank,role
113,2013-01-24,S.Res.17,majority,Appropriations,Mrs. Feinstein,5,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Durbin,6,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Johnson,7,
113,2013-01-24,S.Res.17,majority,Appropriations,Ms. Landrieu,8,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Reed,9,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Lautenberg,10,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Pryor,11,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Tester,12,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Udall of New Mexico,13,
113,2013-01-24,S.Res.17,majority,Appropriations,Mrs. Shaheen,14,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Merkley,15,
113,2013-01-24,S.Res.17,majority,Appropriations,Mr. Begich,16,
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. Levin,1,Chairman
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. Reed,2,
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. Nelson,3,
113,2013-01-24,S.Res.17,majority,Armed Services,Mrs. McCaskill,4,
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. Udall of Colorado,5,
113,2013-01-24,S.Res.17,majority,Armed Services,Mrs. Hagan,6,
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. Manchin,7,
113,2013-01-24,S.Res.17,majority,Armed Services,Mrs. Shaheen,8,
113,2013-01-24,S.Res.17,majority,Armed Services,Mrs. Gillibrand,9,
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. Blumenthal,10,
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. Donnelly,11,
113,2013-01-24,S.Res.17,majority,Armed Services,Ms. Hirono,12,
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. Kaine,13,
113,2013-01-24,S.Res.17,majority,Armed Services,Mr. King,14,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Johnson,1,Chairman
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Reed,2,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Schumer,3,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Menendez,4,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Brown,5,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Tester,6,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Warner,7,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Merkley,8,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mrs. Hagan,9,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Mr. Manchin,10,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Ms. Warren,11,
113,2013-01-24,S.Res.17,majority,"Banking, Housing, and Urban Affairs",Ms. Heitkamp,12,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Rockefeller,1,Chairman
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Kerry,2,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mrs. Boxer,3,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Nelson,4,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Ms. Cantwell,5,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Lautenberg,6,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Pryor,7,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mrs. McCaskill,8,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Ms. Klobuchar,9,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Warner,10,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Begich,11,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Blumenthal,12,
113,2013-01-24,S.Res.17,majority,"Commerce, Science, and Transportation",Mr. Schatz,13,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Wyden,1,Chairman
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Johnson,2,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Ms. Landrieu,3,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Ms. Cantwell,4,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Sanders,5,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Ms. Stabenow,6,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Udall of Colorado,7,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Franken,8,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Manchin,9,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Coons,10,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Schatz,11,
113,2013-01-24,S.Res.17,majority,Energy and Natural Resources,Mr. Heinrich,12,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mrs. Boxer,1,Chairman
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mr. Baucus,2,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mr. Carper,3,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mr. Lautenberg,4,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mr. Cardin,5,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mr. Sanders,6,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mr. Whitehouse,7,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mr. Udall of New Mexico,8,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mr. Merkley,9,
113,2013-01-24,S.Res.17,majority,Environment and Public Works,Mrs. Gillibrand,10,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Baucus,1,Chairman
113,2013-01-24,S.Res.17,majority,Finance,Mr. Rockefeller,2,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Kerry,3,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Wyden,4,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Schumer,5,
113,2013-01-24,S.Res.17,majority,Finance,Ms. Stabenow,6,
113,2013-01-24,S.Res.17,majority,Finance,Ms. Cantwell,7,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Nelson,8,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Menendez,9,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Carper,10,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Cardin,11,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Brown,12,
113,2013-01-24,S.Res.17,majority,Finance,Mr. Bennet,13,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mr. Kerry,1,Chairman
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mrs. Boxer,2,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mr. Menendez,3,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mr. Cardin,4,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mr. Casey,5,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mrs. Shaheen,6,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mr. Coons,7,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mr. Udall of New Mexico,8,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mr. Murphy,9,
113,2013-01-24,S.Res.17,majority,Foreign Relations,Mr. Kaine,10,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mr. Harkin,1,Chairman
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Ms. Mikulski,2,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mrs. Murray,3,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mr. Sanders,4,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mr. Casey,5,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mrs. Hagan,6,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mr. Franken,7,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mr. Bennet,8,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mr. Whitehouse,9,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Ms. Baldwin,10,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Mr. Murphy,11,
113,2013-01-24,S.Res.17,majority,"Health, Education, Labor, and Pensions",Ms. Warren,12,
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Mr. Carper,1,Chairman
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Mr. Levin,2,
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Mr. Pryor,3,
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Ms. Landrieu,4,
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Mrs. McCaskill,5,
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Mr. Tester,6,
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Mr. Begich,7,
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Ms. Baldwin,8,
113,2013-01-24,S.Res.17,majority,Homeland Security and Governmental Affairs,Ms. Heitkamp,9,
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Mrs. Feinstein,1,Chairman
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Mr. Rockefeller,2,
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Mr. Wyden,3,
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Ms. Mikulski,4,
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Mr. Udall of Colorado,5,
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Mr. Warner,6,
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Mr. Heinrich,7,
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Mr. King,8,
113,2013-01-24,S.Res.17,majority,Select Committee on Intelligence,Mr. Levin,9,Ex Officio
113,2013-01-24,S.Res.17,majority,Judiciary,Mr. Leahy,1,Chairman
113,2013-01-24,S.Res.17,majority,Judiciary,Mrs. Feinstein,2,
113,2013-01-24,S.Res.17,majority,Judiciary,Mr. Schumer,3,
113,2013-01-24,S.Res.17,majority,Judiciary,Mr. Durbin,4,
113,2013-01-24,S.Res.17,majority,Judiciary,Mr. Whitehouse,5,
113,2013-01-24,S.Res.17,majority,Judiciary,Ms. Klobuchar,6,
113,2013-01-24,S.Res.17,majority,Judiciary,Mr. Franken,7,
113,2013-01-24,S.Res.17,majority,Judiciary,Mr. Coons,8,
113,2013-01-24,S.Res.17,majority,Judiciary,Mr. Blumenthal,9,
113,2013-01-24,S.Res.17,majority,Judiciary,Ms. Hirono,10,
113,2013-01-24,S.Res.17,majority,Budget,Mrs. Murray,1,Chairman
113,2013-01-24,S.Res.17,majority,Budget,Mr. Wyden,2,
113,2013-01-24,S.Res.17,majority,Budget,Mr. Nelson,3,
113,2013-01-24,S.Res.17,majority,Budget,Ms. Stabenow,4,
113,2013-01-24,S.Res.17,majority,Budget,Mr. Sanders,5,
113,2013-01-24,S.Res.17,majority,Budget,Mr. Whitehouse,6,
113,2013-01-24,S.Res.17,majority,Budget,Mr. Warner,7,
113,2013-01-24,S.Res.17,majority,Budget,Mr. Merkley,8,
113,2013-01-24,S.Res.17,majority,Budget,Mr. Coons,9,
113,2013-01-24,S.Res.17,majority,Budget,Ms. Baldwin,10,
113,2013-01-24,S.Res.17,majority,Budget,Mr. Kaine,11,
113,2013-01-24,S.Res.17,majority,Budget,Mr. King,12,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mr. Schumer,1,Chairman
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mrs. Feinstein,2,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mr. Durbin,3,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mrs. Murray,4,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mr. Pryor,5,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mr. Udall of New Mexico,6,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mr. Warner,7,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mr. Leahy,8,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Ms. Klobuchar,9,
113,2013-01-24,S.Res.17,majority,Rules and Administration,Mr. King,10,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Ms. Landrieu,1,Chairman
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Mr. Levin,2,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Mr. Harkin,3,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Mr. Kerry,4,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Ms. Cantwell,5,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Mr. Pryor,6,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Mr. Cardin,7,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Mrs. Shaheen,8,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Mrs. Hagan,9,
113,2013-01-24,S.Res.17,majority,Small Business and Entrepreneurship,Ms. Heitkamp,10,
113,2013-01-24,S.Res.17,majority,Veterans' Affairs,Mr. Sanders,1,Chairman
113,2013-01-24,S.Res.17,majority,Veterans' Affairs,Mr. Rockefeller,2,
113,2013-01-24,S.Res.17,majority,Veterans' Affairs,Mrs. Murray,3,
113,2013-01-24,S.Res.17,majority,Veterans' Affairs,Mr. Brown,4,
113,2013-01-24,S.Res.17,majority,Veterans' Affairs,Mr. Tester,5,
113,2013-01-24,S.Res.17,majority,Veterans' Affairs,Mr. Begich,6,
113,2013-01-24,S.Res.17,majority,Veterans' Affairs,Mr. Blumenthal,7,
113,2013-01-24,S.Res.17,majority,Veterans' Affairs,Ms. Hirono,8,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mr. Nelson,1,Chairman
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mr. Wyden,2,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mr. Casey,3,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mrs. McCaskill,4,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mr. Whitehouse,5,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mrs. Gillibrand,6,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mr. Manchin,7,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mr. Blumenthal,8,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Ms. Baldwin,9,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Mr. Donnelly,10,
113,2013-01-24,S.Res.17,majority,Special Committee on Aging,Ms. Warren,11,
113,2013-01-24,S.Res.17,majority,Joint Economic Committee,Mr. Casey,1,Vice Chairman
113,2013-01-24,S.Res.17,majority,Joint Economic Committee,Ms. Klobuchar,2,
113,2013-01-24,S.Res.17,majority,Joint Economic Committee,Mr. Warner,3,
113,2013-01-24,S.Res.17,majority,Joint Economic Committee,Mr. Sanders,4,
113,2013-01-24,S.Res.17,majority,Joint Economic Committee,Mr. Murphy,5,
113,2013-01-24,S.Res.17,majority,Joint Economic Committee,Mr. Heinrich,6,
113,2013-01-24,S.Res.17,majority,Select Committee on Ethics,Mrs. Boxer,1,Chairman
113,2013-01-24,S.Res.17,majority,Select Committee on Ethics,Mr. Pryor,2,
113,2013-01-24,S.Res.17,majority,Select Committee on Ethics,Mr. Brown,3,
113,2013-01-24,S.Res.17,majority,Indian Affairs,Ms. Cantwell,1,Chairman
113,2013-01-24,S.Res.17,majority,Indian Affairs,Mr. Johnson,2,
113,2013-01-24,S.Res.17,majority,Indian Affairs,Mr. Tester,3,
113,2013-01-24,S.Res.17,majority,Indian Affairs,Mr. Udall of New Mexico,4,
113,2013-01-24,S.Res.17,majority,Indian Affairs,Mr. Franken,5,
113,2013-01-24,S.Res.17,majority,Indian Affairs,Mr. Begich,6,
113,2013-01-24,S.Res.17,majority,Indian Affairs,Mr. Schatz,7,
113,2013-01-24,S.Res.17,majority,Indian Affairs,Ms. Heitkamp,8,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. Cochran,1,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. McConnell,2,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. Roberts,3,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. Chambliss,4,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. Boozman,5,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. Hoeven,6,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. Johanns,7,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. Grassley,8,
113,2013-01-24,S.Res.18,minority,"Agriculture, Nutrition, and Forestry",Mr. Thune,9,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Shelby,1,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Cochran,2,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. McConnell,3,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Alexander,4,
113,2013-01-24,S.Res.18,minority,Appropriations,Ms. Collins,5,
113,2013-01-24,S.Res.18,minority,Appropriations,Ms. Murkowski,6,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Graham,7,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Kirk,8,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Coats,9,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Blunt,10,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Moran,11,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Hoeven,12,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Johanns,13,
113,2013-01-24,S.Res.18,minority,Appropriations,Mr. Boozman,14,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Inhofe,1,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. McCain,2,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Sessions,3,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Chambliss,4,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Wicker,5,
113,2013-01-24,S.Res.18,minority,Armed Services,Ms. Ayotte,6,
113,2013-01-24,S.Res.18,minority,Armed Services,Mrs. Fischer,7,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Graham,8,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Vitter,9,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Blunt,10,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Lee,11,
113,2013-01-24,S.Res.18,minority,Armed Services,Mr. Cruz,12,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Crapo,1,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Shelby,2,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Corker,3,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Vitter,4,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Johanns,5,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Toomey,6,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Kirk,7,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Moran,8,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Coburn,9,
113,2013-01-24,S.Res.18,minority,"Banking, Housing, and Urban Affairs",Mr. Heller,10,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Sessions,1,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Grassley,2,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Enzi,3,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Crapo,4,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Graham,5,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Portman,6,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Toomey,7,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Johnson,8,
113,2013-01-24,S.Res.18,minority,Budget,Ms. Ayotte,9,
113,2013-01-24,S.Res.18,minority,Budget,Mr. Wicker,10,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Thune,1,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Wicker,2,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Blunt,3,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Rubio,4,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Ms. Ayotte,5,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Heller,6,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Coats,7,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Scott,8,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Cruz,9,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mrs. Fischer,10,
113,2013-01-24,S.Res.18,minority,"Commerce, Science, and Transportation",Mr. Johnson,11,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Ms. Murkowski,1,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Barrasso,2,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Risch,3,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Lee,4,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Heller,5,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Flake,6,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Scott,7,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Alexander,8,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Portman,9,
113,2013-01-24,S.Res.18,minority,Energy and Natural Resources,Mr. Hoeven,10,
113,2013-01-24,S.Res.18,minority,Environment and Public Works,Mr. Vitter,1,
113,2013-01-24,S.Res.18,minority,Environment and Public Works,Mr. Inhofe,2,
113,2013-01-24,S.Res.18,minority,Environment and Public Works,Mr. Barrasso,3,
113,2013-01-24,S.Res.18,minority,Environment and Public Works,Mr. Sessions,4,
113,2013-01-24,S.Res.18,minority,Environment and Public Works,Mr. Crapo,5,
113,2013-01-24,S.Res.18,minority,Environment and Public Works,Mr. Wicker,6,
113,2013-01-24,S.Res.18,minority,Environment and Public Works,Mr. Boozman,7,
113,2013-01-24,S.Res.18,minority,Environment and Public Works,Mrs. Fischer,8,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Hatch,1,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Grassley,2,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Crapo,3,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Roberts,4,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Enzi,5,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Cornyn,6,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Thune,7,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Burr,8,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Isakson,9,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Portman,10,
113,2013-01-24,S.Res.18,minority,Finance,Mr. Toomey,11,
113,2013-01-24,S.Res.18,minority,Foreign Relations,Mr. Corker,1,
113,2013-01-24,S.Res.18,minority,Foreign Relations,Mr. Risch,2,
113,2013-01-24,S.Res.18,minority,Foreign Relations,Mr. Rubio,3,
113,2013-01-24,S.Res.18,minority,Foreign Relations,Mr. Johnson,4,
113,2013-01-24,S.Res.18,minority,Foreign Relations,Mr. Flake,5,
113,2013-01-24,S.Res.18,minority,Foreign Relations,Mr. McCain,6,
113,2013-01-24,S.Res.18,minority,Foreign Relations,Mr. Barrasso,7,
113,2013-01-24,S.Res.18,minority,Foreign Relations,Mr. Paul,8,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Alexander,1,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Enzi,2,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Burr,3,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Isakson,4,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Paul,5,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Hatch,6,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Roberts,7,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Ms. Murkowski,8,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Kirk,9,
113,2013-01-24,S.Res.18,minority,"Health, Education, Labor, and Pensions",Mr. Scott,10,
113,2013-01-24,S.Res.18,minority,Homeland Security and Governmental Affairs,Mr. Coburn,1,
113,2013-01-24,S.Res.18,minority,Homeland Security and Governmental Affairs,Mr. McCain,2,
113,2013-01-24,S.Res.18,minority,Homeland Security and Governmental Affairs,Mr. Johnson,3,
113,2013-01-24,S.Res.18,minority,Homeland Security and Governmental Affairs,Mr. Portman,4,
113,2013-01-24,S.Res.18,minority,Homeland Security and Governmental Affairs,Mr. Paul,5,
113,2013-01-24,S.Res.18,minority,Homeland Security and Governmental Affairs,Mr. Enzi,6,
113,2013-01-24,S.Res.18,minority,Homeland Security and Governmental Affairs,Ms. Ayotte,7,
113,2013-01-24,S.Res.18,minority,Judiciary,Mr. Grassley,1,
113,2013-01-24,S.Res.18,minority,Judiciary,Mr. Hatch,2,
113,2013-01-24,S.Res.18,minority,Judiciary,Mr. Sessions,3,
113,2013-01-24,S.Res.18,minority,Judiciary,Mr. Graham,4,
113,2013-01-24,S.Res.18,minority,Judiciary,Mr. Cornyn,5,
113,2013-01-24,S.Res.18,minority,Judiciary,Mr. Lee,6,
113,2013-01-24,S.Res.18,minority,Judiciary,Mr. Cruz,7,
113,2013-01-24,S.Res.18,minority,Judiciary,Mr. Flake,8,
113,2013-01-24,S.Res.18,minority,Rules and Administration,Mr. Roberts,1,
113,2013-01-24,S.Res.18,minority,Rules and Administration,Mr. McConnell,2,
113,2013-01-24,S.Res.18,minority,Rules and Administration,Mr. Cochran,3,
