congress,start_date,start_date_imputed,end_date,departure_reason,bioguide_id,member_name,state,district,party,committee_name,committee_code,committee_rank,role,resolution,resolution_date,cr_citation,resignation_date
118,2023-02-08,False,2025-01-03,,Y000067,Rudy Yakym III,IN,2nd,R,Budget,BU00,18,,H.Res.103,2023-02-08,,
118,2023-02-08,False,2025-01-03,,P000608,Scott H. Peters,CA,50th,D,Budget,BU00,5,,H.Res.102,2023-02-08,,
118,2023-02-08,False,2024-07-19,died,J000032,Sheila Jackson Lee,TX,18th,D,Budget,BU00,10,,H.Res.102,2023-02-08,,
118,2023-02-08,False,2024-01-09,,B000740,Stephanie I. Bice,OK,5th,R,Budget,BU00,16,,H.Res.103,2023-02-08,"Cong. Rec. Vol. 170, No. 4, p. H6",2024-01-09
118,2023-02-08,False,2025-01-03,,M001177,Tom McClintock,CA,5th,R,Budget,BU00,3,,H.Res.103,2023-02-08,,
118,2023-02-27,False,2025-01-03,,E000297,Adriano Espaillat,NY,13th,D,Budget,BU00,14,,H.Res.164,2023-02-27,,
118,2023-02-27,False,2025-01-03,,C001119,Angie Craig,MN,2nd,D,Agriculture,AG00,23,,H.Res.164,2023-02-27,,
118,2023-02-27,False,2025-01-03,,P000597,Chellie Pingree,ME,1st,D,Agriculture,AG00,21,,H.Res.164,2023-02-27,,
118,2023-02-27,False,2025-01-03,,S001200,Darren Soto,FL,9th,D,Agriculture,AG00,24,,H.Res.164,2023-02-27,,
118,2023-02-27,False,2025-01-03,,V000131,Marc A. Veasey,TX,33rd,D,Armed Services,AS00,27,,H.Res.164,2023-02-27,,
118,2023-02-27,False,2025-01-03,,T000469,Paul Tonko,NY,20th,D,"Science, Space, and Technology",SY00,18,,H.Res.164,2023-02-27,,
118,2023-02-27,False,2025-01-03,,C001112,Salud O. Carbajal,CA,24th,D,Agriculture,AG00,22,,H.Res.164,2023-02-27,,
118,2023-02-27,False,2025-01-03,,L000590,Susie Lee,NV,3rd,D,Natural Resources,II00,20,,H.Res.164,2023-02-27,,
118,2023-02-28,False,2025-01-03,,F000459,"Charles J. ""Chuck"" Fleischmann",TN,3rd,R,"Science, Space, and Technology",SY00,10,,H.Res.179,2023-02-28,,
118,2023-02-28,False,2025-01-03,,B001295,Mike Bost,IL,12th,R,Agriculture,AG00,10,,H.Res.179,2023-02-28,,
118,2023-02-28,False,2025-01-03,,Z000018,Ryan K. Zinke,MT,1st,R,"Science, Space, and Technology",SY00,14,,H.Res.179,2023-02-28,,
118,2023-03-08,False,2025-01-03,,S001190,Bradley Scott Schneider,IL,10th,D,Foreign Affairs,FA00,24,,H.Res.205,2023-03-08,,
118,2023-03-08,False,2025-01-03,,M001227,Jennifer L. McClellan,VA,4th,D,Armed Services,AS00,23,,H.Res.205,2023-03-08,,
118,2023-03-08,False,2025-01-03,,M001227,Jennifer L. McClellan,VA,4th,D,"Science, Space, and Technology",SY00,15,,H.Res.205,2023-03-08,,
118,2023-03-08,False,2025-01-03,,B000490,"Sanford D. Bishop, Jr.",GA,2nd,D,Agriculture,AG00,25,,H.Res.205,2023-03-08,,
118,2023-03-14,True,2025-01-03,,S001209,Abigail Davis Spanberger,VA,7th,D,Permanent Select Committee on Intelligence,IG00,11,,,,,
118,2023-03-14,True,2025-01-03,,B001287,Ami Bera,CA,6th,D,Permanent Select Committee on Intelligence,IG00,6,,,,,
118,2023-03-14,True,2025-01-03,,B001287,Ami Bera,CA,6th,D,Select Subcommittee on the Coronavirus Crisis,VC00,6,,,,,
118,2023-03-14,True,2025-01-03,,C001072,André Carson,IN,7th,D,Permanent Select Committee on Intelligence,IG00,2,,,,,
118,2023-03-14,True,2025-01-03,,C001072,André Carson,IN,7th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,3,,,,,
118,2023-03-14,True,2025-01-03,,B001282,Andy Barr,KY,6th,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,4,,,,,
118,2023-03-14,True,2024-12-08,resigned,K000394,Andy Kim,NJ,3rd,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,6,,,,,
118,2023-03-14,True,2025-01-03,,D000632,Anthony D'Esposito,NY,4th,R,Homeland Security,HM00,13,,,,,
118,2023-03-14,True,2025-01-03,,D000632,Anthony D'Esposito,NY,4th,R,House Administration,HA00,8,,,,,
118,2023-03-14,True,2025-01-03,,D000632,Anthony D'Esposito,NY,4th,R,Transportation and Infrastructure,PW00,24,,,,,
118,2023-03-14,True,2025-01-03,,H001091,Ashley Hinson,IA,2nd,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,11,,,,,
118,2023-03-14,True,2025-01-03,,S001189,Austin Scott,GA,8th,R,Permanent Select Committee on Intelligence,IG00,8,,,,,
118,2023-03-14,True,2025-01-03,,L000569,Blaine Luetkemeyer,MO,3rd,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,3,,,,,
118,2023-03-14,True,2025-01-03,,W000815,Brad R. Wenstrup,OH,2nd,R,Permanent Select Committee on Intelligence,IG00,2,,,,,
118,2023-03-14,True,2025-01-03,,W000815,Brad R. Wenstrup,OH,2nd,R,Select Subcommittee on the Coronavirus Crisis,VC00,1,Chair,,,,
118,2023-03-14,True,2025-01-03,,F000466,Brian K. Fitzpatrick,PA,1st,R,Permanent Select Committee on Intelligence,IG00,7,,,,,
118,2023-03-14,True,2025-01-03,,G000593,Carlos A. Gimenez,FL,28th,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,12,,,,,
118,2023-03-14,True,2023-09-15,resigned,S001192,Chris Stewart,UT,2nd,R,Permanent Select Committee on Intelligence,IG00,3,,,,,
118,2023-03-14,True,2023-09-15,resigned,S001192,Chris Stewart,UT,2nd,R,Select Subcommittee on the Coronavirus Pandemic,FD00,4,,,,,
118,2023-03-14,True,2025-01-03,,H001085,Chrissy Houlahan,PA,6th,D,Permanent Select Committee on Intelligence,IG00,10,,,,,
118,2023-03-14,True,2025-01-03,,A000376,Colin Z. Allred,TX,32nd,D,Select Subcommittee on the Coronavirus Pandemic,FD00,7,,,,,
118,2023-03-14,True,2025-01-03,,B001311,Dan Bishop,NC,8th,R,Select Subcommittee on the Coronavirus Pandemic,FD00,6,,,,,
118,2023-03-14,True,2025-01-03,,C001120,Dan Crenshaw,TX,2nd,R,Permanent Select Committee on Intelligence,IG00,10,,,,,
118,2023-03-14,True,2025-01-03,,N000189,Dan Newhouse,WA,4th,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,5,,,,,
118,2023-03-14,True,2025-01-03,,G000599,Daniel S. Goldman,NY,10th,D,Select Subcommittee on the Coronavirus Pandemic,FD00,8,,,,,
118,2023-03-14,True,2025-01-03,,L000585,Darin LaHood,IL,16th,R,Permanent Select Committee on Intelligence,IG00,6,,,,,
118,2023-03-14,True,2025-01-03,,L000585,Darin LaHood,IL,16th,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,6,,,,,
118,2023-03-14,True,2025-01-03,,I000056,Darrell Issa,CA,48th,R,Select Subcommittee on the Coronavirus Pandemic,FD00,2,,,,,
118,2023-03-14,True,2025-01-03,,D000624,Debbie Dingell,MI,6th,D,Select Subcommittee on the Coronavirus Crisis,VC00,2,,,,,
118,2023-03-14,True,2025-01-03,,L000589,Debbie Lesko,AZ,8th,R,Select Subcommittee on the Coronavirus Crisis,VC00,4,,,,,
118,2023-03-14,True,2025-01-03,,W000797,Debbie Wasserman Schultz,FL,25th,D,Select Subcommittee on the Coronavirus Pandemic,FD00,4,,,,,
118,2023-03-14,True,2025-01-03,,R000305,Deborah K. Ross,NC,2nd,D,Select Subcommittee on the Coronavirus Crisis,VC00,4,,,,,
118,2023-03-14,True,2025-01-03,,J000301,Dusty Johnson,SD,At Large,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,9,,,,,
118,2023-03-14,True,2025-01-03,,S001196,Elise M. Stefanik,NY,21st,R,Permanent Select Committee on Intelligence,IG00,4,,,,,
118,2023-03-14,True,2025-01-03,,S001196,Elise M. Stefanik,NY,21st,R,Select Subcommittee on the Coronavirus Pandemic,FD00,4,,,,,
118,2023-03-14,True,2025-01-03,,C001087,"Eric A. ""Rick"" Crawford",AR,1st,R,Permanent Select Committee on Intelligence,IG00,3,,,,,
118,2023-03-14,True,2025-01-03,,C001078,Gerald E. Connolly,VA,11th,D,Select Subcommittee on the Coronavirus Pandemic,FD00,5,,,,,
118,2023-03-14,True,2025-01-03,,S001215,Haley M. Stevens,MI,11th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,7,,,,,
118,2023-03-14,True,2025-01-03,,H001096,Harriet M. Hageman,WY,At Large,R,Select Subcommittee on the Coronavirus Pandemic,FD00,8,,,,,
118,2023-03-14,True,2025-01-03,,H001072,J. French Hill,AR,2nd,R,Permanent Select Committee on Intelligence,IG00,9,,,,,
118,2023-03-14,True,2025-01-03,,A000148,Jake Auchincloss,MA,4th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,8,,,,,
118,2023-03-14,True,2025-01-03,,H001047,James A. Himes,CT,4th,D,Permanent Select Committee on Intelligence,IG00,1,,,,,
118,2023-03-14,True,2025-01-03,,C001121,Jason Crow,CO,6th,D,Permanent Select Committee on Intelligence,IG00,5,,,,,
118,2023-03-14,True,2025-01-03,,G000582,Jenniffer González-Colón,PR,Resident Commissioner,R,Natural Resources,II00,10,,,,,
118,2023-03-14,True,2025-01-03,,G000582,Jenniffer González-Colón,PR,Resident Commissioner,R,Transportation and Infrastructure,PW00,13,,,,,
118,2023-03-14,True,2025-01-03,,T000487,Jill N. Tokuda,HI,2nd,D,Select Subcommittee on the Coronavirus Crisis,VC00,7,,,,,
118,2023-03-14,True,2025-01-03,,B001299,Jim Banks,IN,3rd,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,8,,,,,
118,2023-03-14,True,2025-01-03,,J000289,Jim Jordan,OH,4th,R,Select Subcommittee on the Coronavirus Pandemic,FD00,1,Chair,,,,
118,2023-03-14,True,2025-01-03,,G000585,Jimmy Gomez,CA,34th,D,Permanent Select Committee on Intelligence,IG00,9,,,,,
118,2023-03-14,True,2025-01-03,,C001091,Joaquin Castro,TX,20th,D,Permanent Select Committee on Intelligence,IG00,3,,,,,
118,2023-03-14,True,2025-01-03,,G000559,John Garamendi,CA,8th,D,Select Subcommittee on the Coronavirus Pandemic,FD00,6,,,,,
118,2023-03-14,True,2025-01-03,,J000302,John Joyce,PA,13th,R,Select Subcommittee on the Coronavirus Crisis,VC00,6,,,,,
118,2023-03-14,True,2025-01-03,,M001194,John R. Moolenaar,MI,2nd,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,1,Chair,,,,
118,2023-03-14,True,2025-01-03,,G000583,Josh Gottheimer,NJ,5th,D,Permanent Select Committee on Intelligence,IG00,8,,,,,
118,2023-03-14,True,2025-01-03,,C001039,Kat Cammack,FL,3rd,R,Select Subcommittee on the Coronavirus Pandemic,FD00,7,,,,,
118,2023-03-14,True,2025-01-03,,C001066,Kathy Castor,FL,14th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,2,,,,,
118,2023-03-14,True,2024-12-14,resigned,A000377,Kelly Armstrong,ND,At Large,R,Select Subcommittee on the Coronavirus Pandemic,FD00,5,,,,,
118,2023-03-14,True,2025-01-03,,M000687,Kweisi Mfume,MD,7th,D,Select Subcommittee on the Coronavirus Crisis,VC00,3,,,,,
118,2023-03-14,True,2025-01-03,,S001156,Linda T. Sánchez,CA,38th,D,Select Subcommittee on the Coronavirus Pandemic,FD00,3,,,,,
118,2023-03-14,True,2025-01-03,,M001215,Mariannette Miller-Meeks,IA,1st,R,Select Subcommittee on the Coronavirus Crisis,VC00,3,,,,,
118,2023-03-14,True,2025-01-03,,G000596,Marjorie Taylor Greene,GA,14th,R,Select Subcommittee on the Coronavirus Crisis,VC00,7,,,,,
118,2023-03-14,True,2024-11-13,resigned,G000578,Matt Gaetz,FL,1st,R,Select Subcommittee on the Coronavirus Pandemic,FD00,5,,,,,
118,2023-03-14,True,2025-01-03,,C001115,Michael Cloud,TX,27th,R,Select Subcommittee on the Coronavirus Crisis,VC00,5,,,,,
118,2023-03-14,True,2025-01-03,,T000463,Michael R. Turner,OH,10th,R,Permanent Select Committee on Intelligence,IG00,1,Chair,,,,
118,2023-03-14,True,2025-01-03,,W000823,Michael Waltz,FL,6th,R,Permanent Select Committee on Intelligence,IG00,11,,,,,
118,2023-03-14,True,2025-01-03,,S001135,Michelle Steel,CA,45th,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,10,,,,,
118,2023-03-14,True,2024-04-24,resigned,G000579,Mike Gallagher,WI,8th,R,Permanent Select Committee on Intelligence,IG00,8,,,,,
118,2023-03-14,True,2024-04-24,resigned,G000579,Mike Gallagher,WI,8th,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,1,Chair,,,,
118,2023-03-14,True,2025-01-03,,G000061,Mike Garcia,CA,27th,R,Permanent Select Committee on Intelligence,IG00,12,,,,,
118,2023-03-14,True,2025-01-03,,J000299,Mike Johnson,LA,4th,R,Select Subcommittee on the Coronavirus Pandemic,FD00,5,,,,,
118,2023-03-14,True,2025-01-03,,S001207,Mikie Sherrill,NJ,11th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,6,,,,,
118,2023-03-14,True,2025-01-03,,D000628,Neal P. Dunn,FL,2nd,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,7,,,,,
118,2023-03-14,True,2025-01-03,,M000317,Nicole Malliotakis,NY,11th,R,Select Subcommittee on the Coronavirus Crisis,VC00,2,,,,,
118,2023-03-14,True,2025-01-03,,K000391,Raja Krishnamoorthi,IL,8th,D,Permanent Select Committee on Intelligence,IG00,4,,,,,
118,2023-03-14,True,2025-01-03,,K000391,Raja Krishnamoorthi,IL,8th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,1,,,,,
118,2023-03-14,True,2025-01-03,,R000599,Raul Ruiz,CA,25th,D,Select Subcommittee on the Coronavirus Crisis,VC00,1,,,,,
118,2023-03-14,True,2025-01-03,,M001218,Richard McCormick,GA,7th,R,Select Subcommittee on the Coronavirus Crisis,VC00,9,,,,,
118,2023-03-14,True,2025-01-03,,T000486,Ritchie Torres,NY,15th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,9,,,,,
118,2023-03-14,True,2025-01-03,,K000389,Ro Khanna,CA,17th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,5,,,,,
118,2023-03-14,True,2025-01-03,,G000598,Robert Garcia,CA,42nd,D,Select Subcommittee on the Coronavirus Crisis,VC00,5,,,,,
118,2023-03-14,True,2025-01-03,,W000804,Robert J. Wittman,VA,1st,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,2,,,,,
118,2023-03-14,True,2025-01-03,,J000304,Ronny Jackson,TX,13th,R,Select Subcommittee on the Coronavirus Crisis,VC00,8,,,,,
118,2023-03-14,True,2025-01-03,,M001196,Seth Moulton,MA,6th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,4,,,,,
118,2023-03-14,True,2025-01-03,,B001313,Shontel M. Brown,OH,11th,D,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,10,,,,,
118,2023-03-14,True,2025-01-03,,P000610,Stacey E. Plaskett,VI,Delegate,D,Permanent Select Committee on Intelligence,IG00,7,,,,,
118,2023-03-14,True,2025-01-03,,P000610,Stacey E. Plaskett,VI,Delegate,D,Select Subcommittee on the Coronavirus Pandemic,FD00,1,,,,,
118,2023-03-14,True,2025-01-03,,L000562,Stephen F. Lynch,MA,8th,D,Select Subcommittee on the Coronavirus Pandemic,FD00,2,,,,,
118,2023-03-14,True,2025-01-03,,G000587,Sylvia R. Garcia,TX,29th,D,Select Subcommittee on the Coronavirus Pandemic,FD00,7,,,,,
118,2023-03-14,True,2025-01-03,,L000273,Teresa Leger Fernandez,NM,3rd,D,Natural Resources,II00,9,,,,,
118,2023-03-14,True,2025-01-03,,M001184,Thomas Massie,KY,4th,R,Select Subcommittee on the Coronavirus Pandemic,FD00,3,,,,,
118,2023-03-14,True,2025-01-03,,K000388,Trent Kelly,MS,1st,R,Permanent Select Committee on Intelligence,IG00,5,,,,,
118,2023-03-14,True,2025-01-03,,S001214,W. Gregory Steube,FL,17th,R,Select Subcommittee on the Coronavirus Pandemic,FD00,5,,,,,
118,2023-04-08,True,2025-01-03,,S001172,Adrian Smith,NE,3rd,R,Joint Committee on Taxation,IT00,3,,,,,
118,2023-04-08,True,2025-01-03,,S001213,Bryan Steil,WI,1st,R,Joint Committee on Printing,JP00,1,Chair,,,,
118,2023-04-08,True,2025-01-03,,S001213,Bryan Steil,WI,1st,R,Joint Committee on the Library,JL00,1,Vice Chair,,,,
118,2023-04-08,True,2025-01-03,,K000381,Derek Kilmer,WA,6th,D,Joint Committee on Printing,JP00,5,,,,,
118,2023-04-08,True,2025-01-03,,M001210,Gregory F. Murphy,NC,3rd,R,Joint Committee on Printing,JP00,3,,,,,
118,2023-04-08,True,2025-01-03,,G000568,H. Morgan Griffith,VA,9th,R,Joint Committee on Printing,JP00,2,,,,,
118,2023-04-08,True,2025-01-03,,S001195,Jason Smith,MO,8th,R,Joint Committee on Taxation,IT00,1,Vice Chair,,,,
118,2023-04-08,True,2025-01-03,,M001206,Joseph D. Morelle,NY,25th,D,Joint Committee on Printing,JP00,4,,,,,
118,2023-04-08,True,2025-01-03,,M001206,Joseph D. Morelle,NY,25th,D,Joint Committee on the Library,JL00,4,,,,,
118,2023-04-08,True,2025-01-03,,D000399,Lloyd Doggett,TX,37th,D,Joint Committee on Taxation,IT00,5,,,,,
118,2023-04-08,True,2025-01-03,,A000369,Mark E. Amodei,NV,2nd,R,Joint Committee on the Library,JL00,2,,,,,
118,2023-04-08,True,2025-01-03,,C001126,Mike Carey,OH,15th,R,Joint Committee on the Library,JL00,3,,,,,
118,2023-04-08,True,2025-01-03,,N000015,Richard E. Neal,MA,1st,D,Joint Committee on Taxation,IT00,4,,,,,
118,2023-04-08,True,2025-01-03,,S001185,Terri A. Sewell,AL,7th,D,Joint Committee on the Library,JL00,5,,,,,
118,2023-04-08,True,2025-01-03,,B001260,Vern Buchanan,FL,16th,R,Joint Committee on Taxation,IT00,2,,,,,
118,2023-05-19,True,2025-01-03,,F000465,A. Drew Ferguson IV,GA,3rd,R,Joint Economic Committee,EC00,4,,,,,
118,2023-05-19,True,2025-01-03,,T000483,David J. Trone,MD,6th,D,Joint Economic Committee,EC00,8,,,,,
118,2023-05-19,True,2025-01-03,,S001183,David Schweikert,AZ,1st,R,Joint Economic Committee,EC00,1,Vice Chair,,,,
118,2023-05-19,True,2025-01-03,,B001292,"Donald S. Beyer, Jr.",VA,8th,D,Joint Economic Committee,EC00,7,,,,,
118,2023-05-19,True,2025-01-03,,M001160,Gwen Moore,WI,4th,D,Joint Economic Committee,EC00,9,,,,,
118,2023-05-19,True,2025-01-03,,A000375,Jodey C. Arrington,TX,19th,R,Joint Economic Committee,EC00,2,,,,,
118,2023-05-19,True,2025-01-03,,P000618,Katie Porter,CA,47th,D,Joint Economic Committee,EC00,10,,,,,
118,2023-05-19,True,2025-01-03,,S001199,Lloyd Smucker,PA,11th,R,Joint Economic Committee,EC00,5,,,,,
118,2023-05-19,True,2025-01-03,,M000317,Nicole Malliotakis,NY,11th,R,Joint Economic Committee,EC00,6,,,,,
118,2023-05-19,True,2025-01-03,,E000298,Ron Estes,KS,4th,R,Joint Economic Committee,EC00,3,,,,,
118,2023-06-13,False,2025-01-03,,B001318,Becca Balint,VT,At Large,D,Judiciary,JU00,17,,H.Res.502,2023-06-13,,
118,2023-09-20,False,2025-01-03,,T000481,Rashida Tlaib,MI,12th,D,Oversight and Government Reform,GO00,20,,H.Res.704,2023-09-20,,
118,2023-11-15,False,2025-01-03,,A000380,Gabe Amo,RI,1st,D,Foreign Affairs,FA00,22,,H.Res.871,2023-11-15,,
118,2023-12-05,False,2024-12-14,resigned,A000377,Kelly Armstrong,ND,At Large,R,Judiciary,JU00,23,,H.Res.908,2023-12-05,,
118,2023-12-06,False,2025-01-03,,M001228,Celeste Maloy,UT,2nd,R,Small Business,SM00,15,,H.Res.913,2023-12-06,,
118,2023-12-06,False,2025-01-03,,M001228,Celeste Maloy,UT,2nd,R,Transportation and Infrastructure,PW00,33,,H.Res.913,2023-12-06,,
118,2023-12-06,False,2025-01-03,,E000246,Chuck Edwards,NC,11th,R,Appropriations,AP00,34,,H.Res.913,2023-12-06,,
118,2023-12-06,False,2025-01-03,,G000589,Lance Gooden,TX,5th,R,Armed Services,AS00,29,,H.Res.913,2023-12-06,,
118,2023-12-06,False,2025-01-03,,C001115,Michael Cloud,TX,27th,R,Oversight and Government Reform,GO00,7,,H.Res.913,2023-12-06,,
118,2023-12-06,False,2025-01-03,,W000823,Michael Waltz,FL,6th,R,Oversight and Government Reform,GO00,26,,H.Res.913,2023-12-06,,
118,2023-12-13,False,2025-01-03,,A000380,Gabe Amo,RI,1st,D,"Science, Space, and Technology",SY00,16,,H.Res.931,2023-12-13,,
118,2024-02-06,False,2025-01-03,,G000585,Jimmy Gomez,CA,34th,D,Ways and Means,WM00,17,,H.Res.999,2024-02-06,,
118,2024-02-29,False,2025-01-03,,P000617,Ayanna Pressley,MA,7th,D,Oversight and Government Reform,GO00,21,,H.Res.1034,2024-02-29,,
118,2024-02-29,True,2025-01-03,,F000478,Russell Fry,SC,7th,R,Select Subcommittee on the Coronavirus Pandemic,FD00,10,,,,,
118,2024-02-29,False,2025-01-03,,S001201,Thomas R. Suozzi,NY,3rd,D,Homeland Security,HM00,12,,H.Res.1034,2024-02-29,,
118,2024-02-29,True,2025-01-03,,D000626,Warren Davidson,OH,8th,R,Select Subcommittee on the Coronavirus Pandemic,FD00,9,,,,,
118,2024-04-11,False,2025-01-03,,S001189,Austin Scott,GA,8th,R,Rules,RU00,9,,H.Res.1133,2024-04-11,,
118,2024-04-11,False,2025-01-03,,J000307,John James,MI,10th,R,Energy and Commerce,IF00,28,,H.Res.1133,2024-04-11,,
118,2024-04-11,False,2025-01-03,,K000401,Kevin Kiley,CA,3rd,I,Transportation and Infrastructure,PW00,34,,H.Res.1133,2024-04-11,,
118,2024-05-07,False,2025-01-03,,K000402,Timothy M. Kennedy,NY,26th,D,Homeland Security,HM00,13,,H.Res.1204,2024-05-07,,
118,2024-06-04,False,2025-01-03,,D000530,Christopher R. Deluzio,PA,17th,D,Transportation and Infrastructure,PW00,30,,H.Res.1276,2024-06-04,,
118,2024-06-04,False,2025-01-03,,H001077,Clay Higgins,LA,3rd,R,Armed Services,AS00,30,,H.Res.1275,2024-06-04,,
118,2024-06-04,False,2025-01-03,,M001219,James C. Moylan,GU,Delegate,R,Foreign Affairs,FA00,28,,H.Res.1275,2024-06-04,,
118,2024-06-04,False,2025-01-03,,M000687,Kweisi Mfume,MD,7th,D,Foreign Affairs,FA00,23,,H.Res.1276,2024-06-04,,
118,2024-06-04,False,2025-01-03,,Z000018,Ryan K. Zinke,MT,1st,R,Foreign Affairs,FA00,27,,H.Res.1275,2024-06-04,,
118,2024-06-04,False,2025-01-03,,S001201,Thomas R. Suozzi,NY,3rd,D,Budget,BU00,15,,H.Res.1276,2024-06-04,,
118,2024-06-04,False,2025-01-03,,F000480,Vince Fong,CA,20th,R,"Science, Space, and Technology",SY00,21,,H.Res.1275,2024-06-04,,
118,2024-06-04,False,2025-01-03,,F000480,Vince Fong,CA,20th,R,Transportation and Infrastructure,PW00,35,,H.Res.1275,2024-06-04,,
118,2024-06-12,False,2025-01-03,,K000402,Timothy M. Kennedy,NY,26th,D,Veterans' Affairs,VR00,11,,H.Res.1291,2024-06-12,,
118,2024-06-26,False,2025-01-03,,R000619,Michael A. Rulli,OH,6th,R,Education and the Workforce,ED00,25,,H.Res.1322,2024-06-26,,
118,2024-06-26,False,2025-01-03,,R000619,Michael A. Rulli,OH,6th,R,Judiciary,JU00,23,,H.Res.1322,2024-06-26,,
118,2024-06-27,True,2025-01-03,,C001118,Ben Cline,VA,6th,R,Select Committee on Strategic Competition Between the United States and the Chinese Communist Party,ZS00,13,,,,,
118,2024-06-27,True,2025-01-03,,V000129,David G. Valadao,CA,22nd,R,Joint Committee on the Library,JL00,2,,,,,
118,2024-06-27,True,2025-01-03,,J000304,Ronny Jackson,TX,13th,R,Permanent Select Committee on Intelligence,IG00,13,,,,,
118,2024-06-27,True,2025-01-03,,P000605,Scott Perry,PA,10th,R,Permanent Select Committee on Intelligence,IG00,14,,,,,
118,2024-07-09,False,2025-01-03,,L000604,Greg Lopez,CO,4th,R,Budget,BU00,21,,H.Res.1342,2024-07-09,,
118,2024-07-09,False,2025-01-03,,L000604,Greg Lopez,CO,4th,R,"Science, Space, and Technology",SY00,22,,H.Res.1342,2024-07-09,,
118,2024-07-20,True,2025-01-03,,C001130,Jasmine Crockett,TX,30th,D,Select Subcommittee on the Coronavirus Pandemic,FD00,9,,,,,
118,2024-09-10,False,2025-01-03,,G000586,"Jesús G. ""Chuy"" García",IL,4th,D,Judiciary,JU00,18,,H.Res.1431,2024-09-10,,
118,2024-09-10,False,2025-01-03,,H001066,Steven Horsford,NV,4th,D,Ways and Means,WM00,18,,H.Res.1431,2024-09-10,,
118,2024-09-24,False,2025-01-03,,M001229,LaMonica McIver,NJ,10th,D,Homeland Security,HM00,14,,H.Res.1492,2024-09-24,,
118,2024-09-24,False,2025-01-03,,M001229,LaMonica McIver,NJ,10th,D,Small Business,SM00,12,,H.Res.1492,2024-09-24,,
118,2024-09-26,True,2025-01-03,,H001085,Chrissy Houlahan,PA,6th,D,Select Subcommittee on the Weaponization of the Federal Government,ZT00,4,,,,,
118,2024-09-26,True,2025-01-03,,H001077,Clay Higgins,LA,3rd,R,Select Subcommittee on the Weaponization of the Federal Government,ZT00,3,,,,,
118,2024-09-26,True,2025-01-03,,J000295,David P. Joyce,OH,14th,R,Select Subcommittee on the Weaponization of the Federal Government,ZT00,2,,,,,
118,2024-09-26,True,2025-01-03,,I000058,Glenn Ivey,MD,4th,D,Select Subcommittee on the Weaponization of the Federal Government,ZT00,5,,,,,
118,2024-09-26,True,2025-01-03,,C001110,J. Luis Correa,CA,46th,D,Select Subcommittee on the Weaponization of the Federal Government,ZT00,2,,,,,
118,2024-09-26,True,2025-01-03,,M001217,Jared Moskowitz,FL,23rd,D,Select Subcommittee on the Weaponization of the Federal Government,ZT00,6,,,,,
118,2024-09-26,True,2025-01-03,,C001121,Jason Crow,CO,6th,D,Select Subcommittee on the Weaponization of the Federal Government,ZT00,1,,,,,
118,2024-09-26,True,2025-01-03,,L000597,Laurel M. Lee,FL,15th,R,Select Subcommittee on the Weaponization of the Federal Government,ZT00,7,,,,,
118,2024-09-26,True,2025-01-03,,D000631,Madeleine Dean,PA,4th,D,Select Subcommittee on the Weaponization of the Federal Government,ZT00,3,,,,,
118,2024-09-26,True,2025-01-03,,G000590,Mark E. Green,TN,7th,R,Select Subcommittee on the Weaponization of the Federal Government,ZT00,4,,,,,
118,2024-09-26,True,2025-01-03,,W000823,Michael Waltz,FL,6th,R,Select Subcommittee on the Weaponization of the Federal Government,ZT00,5,,,,,
118,2024-09-26,True,2025-01-03,,K000376,Mike Kelly,PA,16th,R,Select Subcommittee on the Weaponization of the Federal Government,ZT00,1,Chair,,,,
118,2024-09-26,True,2025-01-03,,F000246,Pat Fallon,TX,4th,R,Select Subcommittee on the Weaponization of the Federal Government,ZT00,6,,,,,
