congress,date,resolution,committee,member,rank,role,rank_after
113,2013-01-03,H.Res.7,Oversight and Government Reform,Mr. Tierney,4,,
113,2013-01-03,H.Res.7,Oversight and Government Reform,Mr. Clay,5,,
113,2013-01-03,H.Res.7,Oversight and Government Reform,Mr. Lynch,6,,
113,2013-01-03,H.Res.7,Oversight and Government Reform,Mr. Cooper,7,,
113,2013-01-03,H.Res.7,Oversight and Government Reform,Mr. Connolly,8,,
113,2013-01-03,H.Res.7,Oversight and Government Reform,Mr. Quigley,9,,
113,2013-01-03,H.Res.7,Oversight and Government Reform,Ms. Speier,10,,
113,2013-01-03,H.Res.7,Oversight and Government Reform,Mr. Cartwright,11,,
113,2013-01-03,H.Res.7,Oversight and Government Reform,Mr. Pocan,12,,
113,2013-01-03,H.Res.7,Rules,Ms. Slaughter,1,,
113,2013-01-03,H.Res.7,Rules,Mr. McGovern,2,,
113,2013-01-03,H.Res.7,Rules,Mr. Hastings of Florida,3,,
113,2013-01-03,H.Res.7,Rules,Mr. Polis,4,,
113,2013-01-03,H.Res.7,"Science, Space, and Technology",Ms. Eddie Bernice Johnson of Texas,1,,
113,2013-01-03,H.Res.7,"Science, Space, and Technology",Ms. Lofgren,2,,
113,2013-01-03,H.Res.7,"Science, Space, and Technology",Mr. Lipinski,3,,
113,2013-01-03,H.Res.7,"Science, Space, and Technology",Ms. Edwards,4,,
113,2013-01-03,H.Res.7,"Science, Space, and Technology",Ms. Wilson of Florida,5,,
113,2013-01-03,H.Res.7,"Science, Space, and Technology",Ms. Bonamici,6,,
113,2013-01-03,H.Res.7,"Science, Space, and Technology",Mr. Swalwell of California,7,,
113,2013-01-03,H.Res.7,Small Business,Ms. Velazquez,1,,
113,2013-01-03,H.Res.7,Small Business,Mr. Schrader,2,,
113,2013-01-03,H.Res.7,Small Business,Ms. Clarke,3,,
113,2013-01-03,H.Res.7,Small Business,Ms. Chu,4,,
113,2013-01-03,H.Res.7,Small Business,Ms. Meng,5,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Rahall,1,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. DeFazio,2,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Ms. Norton,3,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Nadler,4,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Ms. Brown of Florida,5,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Ms. Eddie Bernice Johnson of Texas,6,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Cummings,7,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Larsen of Washington,8,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Capuano,9,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Bishop of New York,10,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Michaud,11,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mrs. Napolitano,12,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Lipinski,13,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Walz,14,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Cohen,15,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Sires,16,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Ms. Edwards,17,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Garamendi,18,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Carson of Indiana,19,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Ms. Hahn,20,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Nolan,21,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mrs. Kirkpatrick,22,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Ms. Titus,23,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mr. Sean Patrick Maloney of New York,24,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Ms. Esty,25,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Ms. Frankel of Florida,26,,
113,2013-01-03,H.Res.7,Transportation and Infrastructure,Mrs. Bustos,27,,
113,2013-01-03,H.Res.7,Veterans' Affairs,Mr. Michaud,1,,
113,2013-01-03,H.Res.7,Veterans' Affairs,Ms. Brown of Florida,2,,
113,2013-01-03,H.Res.7,Veterans' Affairs,Mr. Takano,3,,
113,2013-01-03,H.Res.7,Veterans' Affairs,Ms. Brownley of California,4,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Levin,1,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Rangel,2,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. McDermott,3,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Lewis,4,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Neal,5,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Becerra,6,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Doggett,7,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Thompson of California,8,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Larson of Connecticut,9,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Blumenauer,10,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Kind,11,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Pascrell,12,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Crowley,13,,
113,2013-01-03,H.Res.7,Ways and Means,Ms. Schwartz,14,,
113,2013-01-03,H.Res.7,Ways and Means,Mr. Danny K. Davis of Illinois,15,,
113,2013-01-03,H.Res.7,Ways and Means,Ms. Linda T. Sanchez of California,16,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Goodlatte,1,,
113,2013-01-04,H.Res.17,Agriculture,Mr. King of Iowa,2,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Neugebauer,3,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Rogers of Alabama,4,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Conaway,5,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Thompson of Pennsylvania,6,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Gibbs,7,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Austin Scott of Georgia,8,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Tipton,9,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Southerland,10,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Crawford,11,,
113,2013-01-04,H.Res.17,Agriculture,Mrs. Roby,12,,
113,2013-01-04,H.Res.17,Agriculture,Mr. DesJarlais,13,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Gibson,14,,
113,2013-01-04,H.Res.17,Agriculture,Mrs. Hartzler,15,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Ribble,16,,
113,2013-01-04,H.Res.17,Agriculture,Mrs. Noem,17,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Benishek,18,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Denham,19,,
113,2013-01-04,H.Res.17,Agriculture,Mr. LaMalfa,20,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Hudson,21,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Rodney Davis of Illinois,22,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Collins of New York,23,,
113,2013-01-04,H.Res.17,Agriculture,Mr. Yoho,24,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Young of Florida,1,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Wolf,2,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Kingston,3,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Frelinghuysen,4,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Latham,5,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Aderholt,6,,
113,2013-01-04,H.Res.17,Appropriations,Mrs. Emerson,7,,
113,2013-01-04,H.Res.17,Appropriations,Ms. Granger,8,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Simpson,9,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Culberson,10,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Crenshaw,11,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Carter,12,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Alexander,13,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Calvert,14,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Bonner,15,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Cole,16,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Diaz-Balart,17,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Dent,18,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Graves of Georgia,19,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Yoder,20,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Womack,21,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Nunnelee,22,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Fortenberry,23,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Rooney,24,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Fleischmann,25,,
113,2013-01-04,H.Res.17,Appropriations,Ms. Herrera Beutler,26,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Joyce,27,,
113,2013-01-04,H.Res.17,Appropriations,Mr. Valadao,28,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Thornberry,1,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Jones,2,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Forbes,3,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Miller of Florida,4,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Wilson of South Carolina,5,,
113,2013-01-04,H.Res.17,Armed Services,Mr. LoBiondo,6,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Bishop of Utah,7,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Turner,8,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Kline,9,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Rogers of Alabama,10,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Franks of Arizona,11,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Shuster,12,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Conaway,13,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Lamborn,14,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Wittman,15,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Hunter,16,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Fleming,17,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Coffman,18,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Rigell,19,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Gibson,20,,
113,2013-01-04,H.Res.17,Armed Services,Mrs. Hartzler,21,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Heck of Nevada,22,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Runyan,23,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Austin Scott of Georgia,24,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Palazzo,25,,
113,2013-01-04,H.Res.17,Armed Services,Mrs. Roby,26,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Brooks of Alabama,27,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Nugent,28,,
113,2013-01-04,H.Res.17,Armed Services,Mrs. Noem,29,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Cook,30,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Bridenstine,31,,
113,2013-01-04,H.Res.17,Armed Services,Mr. Wenstrup,32,,
113,2013-01-04,H.Res.17,Armed Services,Mrs. Walorski,33,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Petri,1,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. McKeon,2,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Wilson of South Carolina,3,,
113,2013-01-04,H.Res.17,Education and the Workforce,Ms. Foxx,4,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Price of Georgia,5,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Marchant,6,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Hunter,7,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Roe of Tennessee,8,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Thompson of Pennsylvania,9,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Walberg,10,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Salmon,11,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Guthrie,12,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. DesJarlais,13,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Rokita,14,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Bucshon,15,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Gowdy,16,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Barletta,17,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mrs. Roby,18,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Heck of Nevada,19,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mrs. Brooks of Indiana,20,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Hudson,21,,
113,2013-01-04,H.Res.17,Education and the Workforce,Mr. Messer,22,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Hall,1,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Barton,2,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Whitfield,3,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Shimkus,4,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Pitts,5,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Walden,6,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Terry,7,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Rogers of Michigan,8,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Murphy of Pennsylvania,9,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Burgess,10,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mrs. Blackburn,11,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Gingrey of Georgia,12,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Scalise,13,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Latta,14,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mrs. McMorris Rodgers,15,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Harper,16,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Lance,17,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Cassidy,18,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Guthrie,19,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Olson,20,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. McKinley,21,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Gardner,22,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Pompeo,23,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Kinzinger of Illinois,24,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Griffith of Virginia,25,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Bilirakis,26,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Johnson of Ohio,27,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mr. Long,28,,
113,2013-01-04,H.Res.17,Energy and Commerce,Mrs. Ellmers,29,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Bachus,1,,
113,2013-01-04,H.Res.17,Financial Services,Mr. King of New York,2,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Royce,3,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Lucas,4,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Gary G. Miller of California,5,,
113,2013-01-04,H.Res.17,Financial Services,Mrs. Capito,6,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Garrett,7,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Neugebauer,8,,
113,2013-01-04,H.Res.17,Financial Services,Mr. McHenry,9,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Campbell,10,,
113,2013-01-04,H.Res.17,Financial Services,Mrs. Bachmann,11,,
113,2013-01-04,H.Res.17,Financial Services,Mr. McCarthy of California,12,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Pearce,13,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Posey,14,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Fitzpatrick,15,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Westmoreland,16,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Luetkemeyer,17,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Huizenga of Michigan,18,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Duffy,19,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Renacci,20,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Hurt,21,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Grimm,22,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Stivers,23,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Fincher,24,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Stutzman,25,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Mulvaney,26,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Hultgren,27,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Ross,28,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Pittenger,29,,
113,2013-01-04,H.Res.17,Financial Services,Mrs. Wagner,30,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Barr,31,,
113,2013-01-04,H.Res.17,Financial Services,Mr. Cotton,32,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Smith of New Jersey,1,,
113,2013-01-04,H.Res.17,Foreign Affairs,Ms. Ros-Lehtinen,2,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Rohrabacher,3,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Chabot,4,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Wilson of South Carolina,5,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. McCaul,6,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Poe of Texas,7,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Salmon,8,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Marino,9,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Duncan of South Carolina,10,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Kinzinger of Illinois,11,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Brooks of Alabama,12,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Cotton,13,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Cook,14,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Holding,15,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Weber of Texas,16,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Perry,17,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Stockman,18,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. DeSantis,19,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Radel,20,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Collins of Georgia,21,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Meadows,22,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Yoho,23,,
113,2013-01-04,H.Res.17,Foreign Affairs,Mr. Messer,24,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Smith of Texas,1,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. King of New York,2,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Rogers of Alabama,3,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Broun of Georgia,4,,
113,2013-01-04,H.Res.17,Homeland Security,Mrs. Miller of Michigan,5,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Meehan,6,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Duncan of South Carolina,7,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Marino,8,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Chaffetz,9,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Palazzo,10,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Barletta,11,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Stewart,12,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Rothfus,13,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Hudson,14,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Daines,15,,
113,2013-01-04,H.Res.17,Homeland Security,Mrs. Brooks of Indiana,16,,
113,2013-01-04,H.Res.17,Homeland Security,Mr. Perry,17,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Sensenbrenner,1,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Coble,2,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Smith of Texas,3,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Chabot,4,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Bachus,5,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Issa,6,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Forbes,7,,
113,2013-01-04,H.Res.17,Judiciary,Mr. King of Iowa,8,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Franks of Arizona,9,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Gohmert,10,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Jordan,11,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Poe of Texas,12,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Chaffetz,13,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Marino,14,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Gowdy,15,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Amodei,16,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Labrador,17,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Farenthold,18,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Holding,19,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Collins of Georgia,20,,
113,2013-01-04,H.Res.17,Judiciary,Mr. DeSantis,21,,
113,2013-01-04,H.Res.17,Judiciary,Mr. Rothfus,22,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Young of Alaska,1,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Gohmert,2,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Bishop of Utah,3,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Lamborn,4,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Wittman,5,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Broun of Georgia,6,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Fleming,7,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. McClintock,8,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Thompson of Pennsylvania,9,,
113,2013-01-04,H.Res.17,Natural Resources,Mrs. Lummis,10,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Benishek,11,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Duncan of South Carolina,12,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Tipton,13,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Gosar,14,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Labrador,15,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Southerland,16,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Flores,17,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Harris,18,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Runyan,19,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Amodei,20,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Mullin,21,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Stewart,22,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Daines,23,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. Cramer,24,,
113,2013-01-04,H.Res.17,Natural Resources,Mr. LaMalfa,25,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Mica,1,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Turner,2,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Duncan of Tennessee,3,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. McHenry,4,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Jordan,5,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Chaffetz,6,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Walberg,7,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Lankford,8,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Amash,9,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Gosar,10,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Meehan,11,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. DesJarlais,12,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Gowdy,13,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Farenthold,14,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Hastings of Washington,15,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mrs. Lummis,16,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Woodall,17,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Massie,18,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Collins of Georgia,19,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Meadows,20,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. Bentivolio,21,,
113,2013-01-04,H.Res.17,Oversight and Government Reform,Mr. DeSantis,22,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Sensenbrenner,1,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Hall,2,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Rohrabacher,3,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Lucas,4,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Neugebauer,5,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. McCaul,6,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Broun of Georgia,7,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Palazzo,8,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Brooks of Alabama,9,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Harris,10,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Hultgren,11,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Bucshon,12,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Stockman,13,,
113,2013-01-04,H.Res.17,"Science, Space, and Technology",Mr. Posey,14,,
